9788491052364;null;1;null;null;Wilde, Oscar;PENGUIN CLASICOS;Literary Criticism;2016
9788420410425;null;1;null;null;Wolff, Tobias;Alfaguara;null;2012
9788490438985;null;1;null;null;Zentner, Jeff;MONTENA;Literary Criticism;2018
9789970000000;null;1;null;null;Curbelo, Cecilia;MONTENA;null;2017
9789880000000;null;1;null;null;Hemingway, Ernest;DEBOLS!LLO;null;2016
9788470000000;null;1;null;null;Varios, Autores  ;Ediciones B;Comics;2007
9788430000000;null;1;null;null;Montagud, Elena;GRIJALBO;Romántica;2017
9788420000000;null;1;null;null;Cabrera, María;Caballo de Troya;null;2017
9788400000000;null;1;null;null;López Barrio, Cristina;PLAZA & JANES;null;2010
9788490000000;null;1;null;null;Kipling, Rudyard;PENGUIN CLÁSICOS;null;2015
9789970000000;null;1;null;null;Muñoz, Diego;Aguilar;biografía;2018
9789500000000;null;1;null;null;Borges, Jorge Luis;Sudamericana;null;2018
9788500000000;null;1;null;null;Hemingway, Ernest;DEBOLS!LLO;null;2014
9789880000000;null;1;null;null;Coetzee, J.M.;Mondadori;null;2013
9788440000000;null;1;null;null;Coetzee, J.M.;Penguin Random House;null;2016
9789970000000;null;1;null;null;Lecomte, Verónica;Alfaguara;null;2013
9788450000000;null;1;null;null;Matheson, Richard;Vidorama;"Novela negra; intriga; terror";1988
9788490000000;null;1;null;null;Meyer, Stephenie;Penguin Random House;;2017
9788500000000;null;1;null;null;Stephenson, Neal;NOVA;Ciencia ficción;2012
9788500000000;null;1;null;null;Stephenson, Neal;Zeta bolsillo;Ciencia ficción;2006
9788500000000;null;1;null;null;Stephenson, Neal;Zeta bolsillo;Ciencia ficción;2006
9786070000000;null;1;null;null;Morton, Kate;Penguin Random House;null;2015
9789870000000;null;1;null;null;García Marquez, Gabriel;Penguin Random House;null;1985
9789970000000;null;1;null;null;Ivanier, Federico;Alfaguara;null;2016
9789970000000;null;1;null;null;Chavarría, Daniel;Alfaguara;null;2016
9788420000000;null;1;null;null;Green, John;Alfaguara;null;2016
9789970000000;null;1;null;null;Curbelo, Cecilia;MONTENA;null;2017
9789970000000;null;1;null;null;Curbelo, Cecilia;MONTENA;null;2018
9788420000000;null;1;null;null;Moreno, Eloy;Nube de Tinta;null;2018
9789970000000;null;1;null;null;King, Stephen;Penguin Random House;null;2017
9788490000000;null;1;null;null;Kirk, Shannon;Ediciones B;null;2017
9788430000000;null;1;null;null;Eco, Umberto;Lumen;null;2013
9788430000000;null;1;null;null;Eco, Umberto;Penguin Random House;null;2016
9788420000000;null;1;null;null;Barrie, J.M.;Penguin Random House;null;2017
9788420000000;null;1;null;null;Twain, Mark;Penguin Random House;null;2017
9786070000000;null;1;null;null;De Cervantes, Miguel;Penguin Random House;null;2016
9789870000000;null;1;null;null;Eulberg, Elizabeth;Alfaguara;null;2015
9789974683457;null;1;null;null;Banchero, Salvador;Sudamericana;null;2010
9788500000000;null;1;null;null;Conelly, Michael;Roca ;null;2009
9789870000000;null;1;null;null;Rowell, Rainbow;Alfaguara;null;2013
9789500000000;null;1;null;null;Borges, Jorge Luis;Sudamericana;null;2011
9789500000000;null;1;null;null;Borges, Jorge Luis;Sudamericana;null;2011
9789500000000;null;1;null;null;Borges, Jorge Luis;Sudamericana;null;2011
9789870000000;null;1;null;null;Sacheri, Eduardo;Alfaguara;null;2005
9788490000000;null;1;null;null;Sullivan, Mark;SUMA;Narrativa extranjera;2017
9788400000000;null;1;null;null;Groening, Matt;Bruguera;null;2019
9788490000000;null;1;null;null;Brady, Joan;Ediciones B;null;2005
9788490000000;null;1;null;null;Andújar, Carolina;MONTENA;null;2018
9788470000000;null;1;null;null;Haghenbeck, F.G. ;Ediciones B;Juvenile Nonfiction;2018
9788420000000;null;1;null;null;CID, ALMUDENA;Alfaguara;Literatura infantil;2018
9788400000000;null;1;null;null;Groening, Matt ;Bruguera;null;2000
9788420000000;null;1;null;null;Palmiola, Isaac;MONTENA;Literatura juvenil;2019
9788430000000;null;1;null;null;Power, Marianne;GRIJALBO;Narativ extranjera;2019
9788470000000;null;1;null;null;Kondo, Marie ;DEBOLS!LLO;null;2012
9788490000000;null;1;null;null;Rivera, Dani ;MONTENA;Literatura juvenil;2018
9788400000000;null;1;null;null;Urra, Javier ;Aguilar;null;2019
9788490000000;null;1;null;null;Edwards, Roberta ;MONTENA;null;2019
9788420000000;null;1;null;null;Lapeira, Raul;B de Block;Literary Criticism;2019
9788480000000;null;1;null;null;Lindgren, Minna ;SUMA;null;2016
9788490000000;null;1;null;null;Baccalario, Pierdomenico ;MONTENA;Literatura infantil;2016
9788400000000;null;1;null;null;Salyers, Estefanía ;PLAZA & JANES;null;2018
9788420000000;null;1;null;null;"Durá, Marga; Escribano, Coco";GRIJALBO;null;2019
9788420000000;null;1;null;null;"Rosa, Isaac; Mikko";Nube de Tinta;null;2017
9789880000000;null;1;null;null;Sofocles;Bureau Editor;Literatura Universal;null
null;null;1;null;null;Mommsen, Wilhelm;Grijalbo;Literatura Española            1970;1970
9789510000000;null;1;null;null;Gandolfo, Elvio E.;Planeta;"Literatura; Novela";1993
9788480000000;null;1;null;null;Stowe, Harriet Beecher;Edimat Libros;null;2001
9789970000000;null;1;null;null;Armand Hugon, Eloisa;Mondadori;"Literatura; Novela Policial";2010
9789970000000;null;1;null;null;Glattauer, Daniel;Alfaguara;null;2012
9789870000000;null;1;null;null;Devi, Maha Vidya Lakshmi;The bhaktivedanta book trust;Cocina, recetas;2011
9789970000000;null;1;null;null;Dorina, Alejandro;Ediciones de la Urraca;Ficción;1996
null;null;1;null;null;Armengol, Arturo Cuyás;Hymsa Barcelona;Técnico;1963
null;null;1;null;null;de Ibarborou, Juana ;Acacia;Literary Collections;1987
null;null;1;null;null;Belivilacqua, Alberto;Emecé Editores;Novela;1970
9789970000000;null;1;null;null;Clara, Jaime;Taurus;Marketing Política;2009
null;null;1;null;null;Mega, Prof. Alexander Torres;Flashes Culturales;Historia Comunismo;1990
9789970000000;null;1;null;null;Amado, Fernando;DEBOLSILLO;Ciencias Sociales;2008
9788500000000;null;1;null;null;Pilcher, Rosamunde;DEBOLSILLO;Literary Collections;2008
9788440000000;null;1;null;null;Ellis, Bret Easton;Ediciones B;Novela Cómica;1999
9789500000000;null;1;null;null;Gliemmo, Graciela;Planeta;Cuentos Cortos;2010
null;null;1;null;null;Taulis, Maria Teresa;Posada México;null;null
9789510000000;null;1;null;null;Nuñez, Hector Ruiz;Ediciones de la Urraca;Catholic Church;1990
9788500000000;null;1;null;null;Grisham, John;Zeta bolsillo;null;2006
9788500000000;null;1;null;null;Camacho, Santiago;Esfera de los libros;null;2005
9789500000000;null;1;null;null;Vázquez, Manuel de Castro;Santillana Argentina;null;2006
9789510000000;null;1;null;null;Menapace, Mamerto;Editorial Patria Grande;null;1979
9789510000000;null;1;null;null;Piñeiro, Claudia;Alfaguara;Fiction;2005
9789580000000;null;1;null;null;Strasser,J.B;Norma;null;1992
9788500000000;null;1;null;null;Serrano, Marcela;Suma de Letras;Literatura Ficción;2000
9788430000000;null;1;null;null;Beer, Sir Gavin;Salvat;null;1988
9788990000000;null;1;null;null;Perasso, Sebastián;Tecnibook Ediciones;null;null
9789970000000;null;1;null;null;Lissardy., Ana Laura;;null;2011
9788470000000;null;1;null;null;Freeman, Brian;Ediciones B;null;null
null;null;1;null;null;Meretta, Jorge;Ed.Hispanoamericanas de Angaro;null;1983
9788470000000;null;1;null;null;Swift, Jonathan;Sarpe España;null;null
9789970000000;null;1;null;null;Desboccatti, Darwin;Edición Sudamericana;null;2007
9789510000000;null;1;null;null;Coelho, Paulo;Editorial Planeta;null;1997
9789510000000;Vigesimoséptima;1;null;null;Coelho, Paulo;Editorial Planeta;null;1998
9500400480;Trigesimooctava;1;null;null;de Saint-Exupéry;Emecé editores;null;1946
9788430000000;140a;1;null;null;Christie, Agatha;Molino;Misterio;1963
9788490000000;null;1;null;null;"Hanel, Karina; Bonafont, Antonio";Ediciones de Horticultura;;null
9788490000000;null;1;null;null;Domingo, Eva et al.;Ediciones de Horticultura;;2008
null;null;1;null;null;Maggi, Carlos;Ediciones de la Plaza;null;2002
null;null;1;null;null;Editorial Sandino;Editorial Sandino;null;1968
null;null;1;null;null;"Stolovich, Luis; Rodríguez, Juan Manuel; Bértola, Luis";Centro Uruguay Independiente;null;1987
9788480000000;4ta;1;null;null;Navarro García, Luis;Ediciones Quorum;null;1987
null;;1;null;null;Luna, Félix;A. Peña Lillo;null;1966
9788430000000;8va;1;null;null;Fraser, Antonia;Salvat;null;1992
9788400000000;;1;null;null;Ovason, David;Plaza y Janés Editores;null;1998
null;2da;1;null;null;Huxley, Aldous;Editorial Hermes;null;1955
null;;1;null;null;Fromm, Erich;Editorial Paidós;null;1970
9789500000000;;1;null;null;Herman, Gail;Emecé editores;null;1997
9788440000000;;1;null;null;Le Porrier, Hebert;Grijalbo Mondadori;null;1974
null;1ra español;1;null;null;Grompone, Juan;La Flor del Itapebí;null;1991
9789870000000;4ta;1;null;null;Galán, Diego;Aguilar;null;2007
9788430000000;1ra;1;null;null;Trueba, David;Anagrama;null;2015
9788480000000;4ta;1;null;null;Dubuque, Iowa y otros;Paidós Ibérica;null;1993
8427991045;1ra español;1;null;null;Benet, Jorge;Editorial Noguer;null;1981
null;1ra español;1;null;null;Gallegos, Rómulo;Empasa-Calpe;null;1941
null;4ta;1;null;null;Visca, Arturo Sergio;Ministerio de Educación y Cultura;;1971
8401371066;1ra;1;null;null;Deighton, Len;Plaza & Janes;null;1981
null;1ra;1;null;null;Pérez Galdós, Benito;Losada;null;1944
null;1ra;1;null;null;Sánchez, Florencio;Claudio García y Cía.;Comedia;null
null;;1;null;null;Cronin, A.J.;Hermes;null;1950
9788420000000;2da;1;null;null;Vilaseca, Borja;Random House Mondadori;;2013
8440200072;1ra;1;null;null;Walker, Alice;Orbis;null;1982
9788500000000;1ra español;1;null;null;Jacq, Christian;Styria;Thriller histórico;2004
9580405859;3ra español;1;null;null;Enrico, Roger;Norma;null;1988
8432220507;;1;null;null;Bassani, Giorgio;Seix Barral;Literatura Contemporánea;1962
9788430000000;1ra español;1;null;null;Burundarena, Maitena;Lumen;null;2011
9788480000000;1ra;1;null;null;Hurtado, Amando;EDAF;null;1994
9789510000000;2da;1;null;null;Thomson, Peter;Granica;null;1994
9789970000000;;1;null;null;Ameixeiras, Guillermo y otros;Tradinco;null;2005
9780980000000;;1;null;null;Romaguera, José M.;Chispa empresarial;;2006
null;4ta;1;null;null;Becqer, Gustavo Adolfo;EL PAÍS S.A.;null;null
null;;1;null;null;Manrique y Garcilaso;EL PAÍS S.A.;Poesía;null
null;;1;null;null;Alighieri, Dante;EL PAÍS S.A.;null;null
null;;1;null;null;de Vega, Lope;EL PAÍS S.A.;null;null
null;;1;null;null;Esquilo y Sófocles;EL PAÍS S.A.;null;null
null;;1;null;null;Shakespeare, William;EL PAÍS S.A.;null;null
null;;1;null;null;Arlt, Robert;EL PAÍS S.A.;null;null
null;;1;null;null;De Cervantes, Miguel;EL PAÍS S.A.;null;null
null;;1;null;null;Herrera, Ernesto;EL PAÍS S.A.;null;null
null;;1;null;null;Pirandello, Luigi;EL PAÍS S.A.;Teatro;1921
null;;1;null;null;Zorrilla de San Martín, Juan;EL PAÍS S.A.;Poesía;1888
null;;1;null;null;Góngora y Quevedo;EL PAÍS S.A.;Poesía;null
null;;1;null;null;de Laferrére, Gregorio;EL PAÍS S.A.;Teatro;1908
null;;1;null;null;Chejov, Anton;EL PAÍS S.A.;null;null
null;;1;null;null;Tagore, Robindranath;EL PAÍS S.A.;null;1986
null;;1;null;null;Martí, José;EL PAÍS S.A.;Poesía;null
null;;1;null;null;Ionesco, Eugéne;EL PAÍS S.A.;Teatro del absurdo;1950
null;;1;null;null;Don Juan Manuel;EL PAÍS S.A.;Narrativa medieval;1335
null;;1;null;null;Moliére;EL PAÍS S.A.;Comedia-farsa;1666
null;;1;null;null;Lane, Edward William ;EL PAÍS S.A.;Cuento de hadas;1704
null;;1;null;null;Dickens, Charles;EL PAÍS S.A.;Novela literaria;1843
8440680430;;1;null;null;Cordy, Michael;Ediciones B;FICCIÓN LITERARIA;1997
8440690231;;1;null;null;Preston, Richard;Ediciones B;null;1997
